,Unnamed: 0,date,time,abstract,sentiment_score,sentiment_score1,neg_sentiment,neu_sentiment,pos_sentiment,compound_sentiment
82,82,2019-05-02,09:00:08+0000,"For people without a college degree, finding work that offers decent pay can be a challenge. The solution may require a change in scenery.","{'neg': 0.061, 'neu': 0.783, 'pos': 0.157, 'compound': 0.296}","{'neg': 0.061, 'neu': 0.783, 'pos': 0.157, 'compound': 0.296}",0.061,0.783,0.157,0.296
83,83,2019-01-07,08:59:59+0000,Investors have grown worried about the potential economic impact of the trade war. Progress on talks between the United States and China could be a catalyst for more gains.,"{'neg': 0.163, 'neu': 0.615, 'pos': 0.222, 'compound': 0.2944}","{'neg': 0.163, 'neu': 0.615, 'pos': 0.222, 'compound': 0.2944}",0.163,0.615,0.222,0.2944
84,84,2019-04-12,09:00:15+0000,Corporate profits are typically among the most reliable guide to the future direction of the stock market. And yet American stocks are up about 15 percent this year.,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4404}",0.0,0.903,0.097,0.4404
85,85,2019-02-05,11:31:25+0000,"President Trump plans to nominate David Malpass, the under secretary of the Treasury for international affairs, to the role. It may prove contentious.","{'neg': 0.088, 'neu': 0.84, 'pos': 0.072, 'compound': -0.1027}","{'neg': 0.088, 'neu': 0.84, 'pos': 0.072, 'compound': -0.1027}",0.088,0.84,0.072,-0.1027
86,86,2019-02-22,15:33:17+0000,"Despite talk that the dollar was losing dominance, it has only gained stature, reinforcing President Trump’s power to dictate foreign policy.","{'neg': 0.104, 'neu': 0.72, 'pos': 0.176, 'compound': 0.2023}","{'neg': 0.104, 'neu': 0.72, 'pos': 0.176, 'compound': 0.2023}",0.104,0.72,0.176,0.2023
87,87,2019-05-01,06:16:51+0000,"Robert Mueller’s letter in March is another sign of anger toward Attorney General William Barr, whose initial statement let President Trump claim to have been vindicated.","{'neg': 0.121, 'neu': 0.787, 'pos': 0.092, 'compound': -0.2263}","{'neg': 0.121, 'neu': 0.787, 'pos': 0.092, 'compound': -0.2263}",0.121,0.787,0.092,-0.2263
88,88,2019-05-17,04:23:32+0000,"President Trump told the acting defense secretary that he does not want a war with Iran, officials said, even as some aides are stoking tensions.","{'neg': 0.137, 'neu': 0.7, 'pos': 0.163, 'compound': 0.1838}","{'neg': 0.137, 'neu': 0.7, 'pos': 0.163, 'compound': 0.1838}",0.137,0.7,0.163,0.1838
89,89,2019-04-12,04:14:58+0000,"The WikiLeaks founder empowered a generation of whistle-blowers, but he was a highly problematic champion for press freedom and the public’s right to know.","{'neg': 0.123, 'neu': 0.545, 'pos': 0.332, 'compound': 0.8511}","{'neg': 0.123, 'neu': 0.545, 'pos': 0.332, 'compound': 0.8511}",0.123,0.545,0.332,0.8511
90,90,2019-03-28,20:21:21+0000,Mr. Sloan took over as chief in 2016 as the bank dealt with the fallout of a series of scandals. C. Allen Parker was named the interim chief executive.,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.4939}","{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.4939}",0.106,0.894,0.0,-0.4939
91,91,2019-06-05,04:33:17+0000,"In a contentious meeting at the Capitol, Senate Republicans said they were prepared to overturn tariffs on Mexico if President Trump pushed forward.","{'neg': 0.091, 'neu': 0.83, 'pos': 0.079, 'compound': -0.0772}","{'neg': 0.091, 'neu': 0.83, 'pos': 0.079, 'compound': -0.0772}",0.091,0.83,0.079,-0.0772
92,92,2019-03-21,06:13:59+0000,"Jerome H. Powell, the Federal Reserve chairman, said interest rates would remain unchanged and provided a fairly downbeat economic assessment.","{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.4588}","{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.4588}",0.0,0.857,0.143,0.4588
93,93,2019-03-18,14:00:07+0000,Survey findings are prompting the profession’s leaders to take action to prevent sex discrimination and physical abuse of female economists.,"{'neg': 0.18, 'neu': 0.773, 'pos': 0.047, 'compound': -0.6249}","{'neg': 0.18, 'neu': 0.773, 'pos': 0.047, 'compound': -0.6249}",0.18,0.773,0.047,-0.6249
94,94,2019-04-25,21:02:50+0000,"Big tech stocks including Microsoft have been leading the market higher, a rally that would have been hard to imagine at the end of 2018.","{'neg': 0.057, 'neu': 0.943, 'pos': 0.0, 'compound': -0.1027}","{'neg': 0.057, 'neu': 0.943, 'pos': 0.0, 'compound': -0.1027}",0.057,0.943,0.0,-0.1027
95,95,2019-05-28,16:31:22+0000,"Paul Weiss has hired Ms. Lynch as a litigation partner, at a time when big law firms are under fire for not doing more to promote women and minorities.","{'neg': 0.135, 'neu': 0.772, 'pos': 0.093, 'compound': -0.0828}","{'neg': 0.135, 'neu': 0.772, 'pos': 0.093, 'compound': -0.0828}",0.135,0.772,0.093,-0.0828
96,96,2019-01-28,21:30:07+0000,Hand-wringing over a possible slowdown only adds to the importance of the latest releases.,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",0.0,0.828,0.172,0.3612
97,97,2019-05-03,04:01:01+0000,"After the attorney general failed to provide an unredacted version of the Mueller report, the Judiciary Committee threatened to hold him in contempt.","{'neg': 0.336, 'neu': 0.664, 'pos': 0.0, 'compound': -0.8779}","{'neg': 0.336, 'neu': 0.664, 'pos': 0.0, 'compound': -0.8779}",0.336,0.664,0.0,-0.8779
98,98,2019-04-11,05:53:33+0000,"The attorney general’s remarks are sure to please President Trump, who has alleged that his campaign was targeted out of political malice.","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.5574}","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.5574}",0.0,0.813,0.187,0.5574
99,99,2019-06-03,03:13:58+0000,Mr. Hassett had championed tax cuts as chairman of the White House Council of Economic Advisers.,"{'neg': 0.12, 'neu': 0.761, 'pos': 0.12, 'compound': 0.0}","{'neg': 0.12, 'neu': 0.761, 'pos': 0.12, 'compound': 0.0}",0.12,0.761,0.12,0.0
100,100,2019-01-14,17:41:32+0000,The first of the largest United States banks to report earnings for last year’s fourth quarter warned that Fed policy and the trade war between the United States and China were creating new risks.,"{'neg': 0.185, 'neu': 0.638, 'pos': 0.178, 'compound': -0.0772}","{'neg': 0.185, 'neu': 0.638, 'pos': 0.178, 'compound': -0.0772}",0.185,0.638,0.178,-0.0772
101,101,2019-06-19,18:40:37+0000,Expectations that the central bank would begin to cut interest rates this year have been fueling a stock market rally all month.,"{'neg': 0.087, 'neu': 0.788, 'pos': 0.124, 'compound': 0.2263}","{'neg': 0.087, 'neu': 0.788, 'pos': 0.124, 'compound': 0.2263}",0.087,0.788,0.124,0.2263
102,102,2019-03-01,15:24:06+0000,"Two financial tech start-ups are offering credit-builder loans, which also help customers grow their savings.","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}",0.0,0.838,0.162,0.4019
103,103,2019-02-06,11:17:49+0000,"President Trump defended his economic record, and was eager to keep up pressure on China.","{'neg': 0.124, 'neu': 0.734, 'pos': 0.141, 'compound': 0.0772}","{'neg': 0.124, 'neu': 0.734, 'pos': 0.141, 'compound': 0.0772}",0.124,0.734,0.141,0.0772
104,104,2019-05-04,07:44:47+0000,It’s been a busy week in American politics. Here are some of the stories you might have missed.,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}",0.121,0.879,0.0,-0.296
105,105,2019-02-08,17:17:13+0000,"The sister companies, seeking to attract people without credit cards, are eliminating a credit check and reducing the “hold” amount they temporarily remove from a checking account.","{'neg': 0.151, 'neu': 0.762, 'pos': 0.087, 'compound': -0.2187}","{'neg': 0.151, 'neu': 0.762, 'pos': 0.087, 'compound': -0.2187}",0.151,0.762,0.087,-0.2187
106,106,2019-05-22,15:57:57+0000,The deal would be Saudi Aramco’s first large purchase of American gas and signals that the country wants to extend its energy industry beyond oil.,"{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.4215}","{'neg': 0.0, 'neu': 0.858, 'pos': 0.142, 'compound': 0.4215}",0.0,0.858,0.142,0.4215
107,107,2019-03-06,14:28:17+0000,"The president has railed against the trade deficit, but numbers from last year show that textbook economics caught up with some of his unorthodox economic policies.","{'neg': 0.069, 'neu': 0.931, 'pos': 0.0, 'compound': -0.2144}","{'neg': 0.069, 'neu': 0.931, 'pos': 0.0, 'compound': -0.2144}",0.069,0.931,0.0,-0.2144
108,108,2019-06-11,09:00:10+0000,"New and untested players, some backed by Wall Street, have helped borrowers pile up billions in loans. What could go wrong?","{'neg': 0.134, 'neu': 0.819, 'pos': 0.047, 'compound': -0.4588}","{'neg': 0.134, 'neu': 0.819, 'pos': 0.047, 'compound': -0.4588}",0.134,0.819,0.047,-0.4588
109,109,2019-02-05,21:39:04+0000,"The results aren’t stellar, but they’re far better than the markets had braced for.","{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.5927}","{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.5927}",0.0,0.772,0.228,0.5927
110,110,2019-01-15,22:23:19+0000,"The volatility that defined stocks late last year has receded, but the concerns of bond investors can be seen in the narrowing of the so-called yield curve.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
111,111,2019-01-28,11:47:00+0000,"With the next generation of digital networks about to remake the internet, the United States is pushing its allies to resist Huawei.","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.4215}","{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.4215}",0.0,0.882,0.118,0.4215
112,112,2019-05-19,16:01:05+0000,Anti-money-laundering specialists proposed filing “suspicious activity reports” about transactions connected to President Trump and Jared Kushner. Bank managers said no.,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}",0.104,0.896,0.0,-0.296
113,113,2019-05-02,10:29:43+0000,"At the Milken Institute’s annual global conference this week, business leaders shared a concern: a coming backlash against capitalism.","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.34}","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.34}",0.0,0.87,0.13,0.34
114,114,2019-01-31,23:03:30+0000,"The economy added 304,000 jobs in January, the 100th consecutive month of payroll gains. Unemployment ticked up to 4 percent, possibly a shutdown-related anomaly.","{'neg': 0.21, 'neu': 0.701, 'pos': 0.089, 'compound': -0.5106}","{'neg': 0.21, 'neu': 0.701, 'pos': 0.089, 'compound': -0.5106}",0.21,0.701,0.089,-0.5106
115,115,2019-02-02,06:22:20+0000,It’s been a busy week in American politics. Here are some of the stories you might have missed.,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}",0.121,0.879,0.0,-0.296
116,116,2019-01-30,15:38:09+0000,The electric-car maker reported a jump in sales and revenue and said it would have enough cash to pay off bonds coming due in March.,"{'neg': 0.057, 'neu': 0.943, 'pos': 0.0, 'compound': -0.1027}","{'neg': 0.057, 'neu': 0.943, 'pos': 0.0, 'compound': -0.1027}",0.057,0.943,0.0,-0.1027
117,117,2019-06-11,09:00:08+0000,"With zero certainty about what lies ahead, analysts are standing pat on earnings forecasts. If they start to cut targets, stocks could be in for a dive.","{'neg': 0.164, 'neu': 0.769, 'pos': 0.067, 'compound': -0.4404}","{'neg': 0.164, 'neu': 0.769, 'pos': 0.067, 'compound': -0.4404}",0.164,0.769,0.067,-0.4404
118,118,2019-05-06,04:14:55+0000,The president injected new fears into global markets that had been reassured by growth in China and the United States and by prospects of a trade pact.,"{'neg': 0.082, 'neu': 0.616, 'pos': 0.302, 'compound': 0.7579}","{'neg': 0.082, 'neu': 0.616, 'pos': 0.302, 'compound': 0.7579}",0.082,0.616,0.302,0.7579
119,119,2019-01-15,11:39:56+0000,Economic indicators around the globe are not doing much to bolster confidence so far.,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5106}","{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5106}",0.0,0.798,0.202,0.5106
120,120,2019-04-09,10:33:57+0000,"Turkmenistan, Libya and Somalia are home to the world’s largest corruption challenges, according to Risk Advisory.","{'neg': 0.121, 'neu': 0.805, 'pos': 0.075, 'compound': -0.2023}","{'neg': 0.121, 'neu': 0.805, 'pos': 0.075, 'compound': -0.2023}",0.121,0.805,0.075,-0.2023
121,121,2019-01-15,11:39:56+0000,Economic indicators around the globe are not doing much to bolster confidence so far.,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5106}","{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5106}",0.0,0.798,0.202,0.5106
122,122,2019-01-07,21:00:22+0000,Our columnist offers some thoughts on topics that should remain of interest in 2019.,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.4588}","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.4588}",0.0,0.812,0.188,0.4588
123,123,2019-01-16,22:16:21+0000,"The investment bank is campaigning to convince the authorities that a former partner, Tim Leissner, was a master con man — and that is how the bank became ensnared in a vast fraud.","{'neg': 0.116, 'neu': 0.823, 'pos': 0.061, 'compound': -0.4215}","{'neg': 0.116, 'neu': 0.823, 'pos': 0.061, 'compound': -0.4215}",0.116,0.823,0.061,-0.4215
124,124,2019-02-03,20:15:50+0000,"The largest tech companies aren’t driving the performance of the market, and that shift doesn’t bode well for a march to new highs.","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2732}","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2732}",0.0,0.909,0.091,0.2732
125,125,2019-01-10,11:40:22+0000,"The U.S. and China identified the issues between them, setting the stage for potential talks with top leaders from both countries.","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.2023}","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.2023}",0.0,0.917,0.083,0.2023
126,126,2019-02-12,08:00:04+0000,"Wall Street analysts expect profits for S&P 500 companies to decline 1.7 percent this quarter, a reversal from a forecast of a 3.3 percent increase.","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.6369}","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.6369}",0.0,0.794,0.206,0.6369
127,127,2019-05-04,12:42:20+0000,"The former vice president is defending his friendliness toward Republicans in Washington, saying Mr. Trump doesn’t represent them. But others say that view is naïve.","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.4588}","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.4588}",0.0,0.889,0.111,0.4588
128,128,2019-06-24,07:32:29+0000,"A group of wealthy Americans, some with inheritances and some with self-made fortunes, are calling for a tax on the net worth of people like them.","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.7096}","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.7096}",0.0,0.753,0.247,0.7096
129,129,2019-02-20,11:09:36+0000,This week’s trade negotiations between the U.S. and China must bridge a lot of gulfs — including concerns over currency stability.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
130,130,2019-05-04,12:42:20+0000,"The former vice president is defending his friendliness toward Republicans in Washington, saying Mr. Trump doesn’t represent them. But others say that view is naïve.","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.4588}","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.4588}",0.0,0.889,0.111,0.4588
131,131,2019-05-17,10:26:39+0000,President Xi Jinping misjudged President Trump’s eagerness for a deal — and how far he could push the American negotiators.,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}",0.0,0.863,0.137,0.4019
132,132,2019-03-04,11:41:20+0000,"Washington and Beijing are edging toward an agreement on trade, but it may do little to materially change China’s practices.","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.2732}","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.2732}",0.0,0.9,0.1,0.2732
133,133,2019-04-08,10:43:59+0000,"Pinterest’s I.P.O. will value it at less than it received in its last private fund-raising round, suggesting that a wave of tech start-ups may struggle to maintain sky-high valuations.","{'neg': 0.075, 'neu': 0.847, 'pos': 0.078, 'compound': 0.0258}","{'neg': 0.075, 'neu': 0.847, 'pos': 0.078, 'compound': 0.0258}",0.075,0.847,0.078,0.0258
134,134,2019-06-17,03:59:08+0000,The exiting president of the E.C.B. famously vowed to do “whatever it takes” to preserve the eurozone currency. It is unclear whether whoever follows him can be counted on to do the same.,"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.25}","{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.25}",0.059,0.941,0.0,-0.25
135,135,2019-05-21,10:27:02+0000,A grace period in corporate America’s freeze-out of Huawei might not help the tech company very much.,"{'neg': 0.118, 'neu': 0.735, 'pos': 0.147, 'compound': 0.1386}","{'neg': 0.118, 'neu': 0.735, 'pos': 0.147, 'compound': 0.1386}",0.118,0.735,0.147,0.1386
136,136,2019-03-12,14:20:30+0000,"Timothy J. Sloan testified before a House committee, the first in a parade of bank executives summoned by Democrats.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
137,137,2019-01-23,11:54:02+0000,"Larry Kudlow, the head of the National Economic Council, denied a Financial Times report that the U.S. turned down China’s offer on trade talks.","{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.4404}","{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.4404}",0.116,0.884,0.0,-0.4404
138,138,2019-04-30,11:28:21+0000,"Ms. Abrams declined to challenge Senator David Perdue, one of President Trump’s chief allies in Congress. She had been courted aggressively by national Democrats to run.","{'neg': 0.083, 'neu': 0.87, 'pos': 0.047, 'compound': -0.25}","{'neg': 0.083, 'neu': 0.87, 'pos': 0.047, 'compound': -0.25}",0.083,0.87,0.047,-0.25
139,139,2019-04-13,05:10:20+0000,It’s been a busy week in American politics. Here are some of the stories you might have missed.,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}",0.121,0.879,0.0,-0.296
140,140,2019-06-28,18:41:44+0000,The German bank is said to be preparing a sweeping restructuring that will eliminate thousands of jobs and bring to an end its 20-year foray into Wall Street.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
141,141,2019-04-17,17:37:29+0000,The choice of Ms. Crowley for the Treasury’s top communications role comes about two years after she withdrew as a candidate for other administration jobs in the face of plagiarism accusations.,"{'neg': 0.072, 'neu': 0.872, 'pos': 0.056, 'compound': -0.128}","{'neg': 0.072, 'neu': 0.872, 'pos': 0.056, 'compound': -0.128}",0.072,0.872,0.056,-0.128
142,142,2019-04-30,11:28:21+0000,"Ms. Abrams declined to challenge Senator David Perdue, one of President Trump’s chief allies in Congress. She had been courted aggressively by national Democrats to run.","{'neg': 0.083, 'neu': 0.87, 'pos': 0.047, 'compound': -0.25}","{'neg': 0.083, 'neu': 0.87, 'pos': 0.047, 'compound': -0.25}",0.083,0.87,0.047,-0.25
143,143,2019-04-24,20:21:08+0000,Facebook and the agency have been in negotiations over a financial penalty for claims that the company violated a 2011 consent decree.,"{'neg': 0.253, 'neu': 0.672, 'pos': 0.075, 'compound': -0.6705}","{'neg': 0.253, 'neu': 0.672, 'pos': 0.075, 'compound': -0.6705}",0.253,0.672,0.075,-0.6705
144,144,2019-04-05,09:00:03+0000,"After a lackluster performance in February, the job market bounced back in March. February’s number of new jobs was also revised upward, to 33,000 from 20,000.","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.0772}","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.0772}",0.0,0.949,0.051,0.0772
145,145,2019-06-14,10:00:07+0000,"The cards, used mainly by consumers who have little credit history or a poor one, haven’t been widely adopted. Amazon is now offering one.","{'neg': 0.114, 'neu': 0.738, 'pos': 0.148, 'compound': -0.024}","{'neg': 0.114, 'neu': 0.738, 'pos': 0.148, 'compound': -0.024}",0.114,0.738,0.148,-0.024
146,146,2019-06-05,19:09:37+0000,"As Russian officials unveil a spending plan aimed at doubling growth in its troubled economy, critics see a $400 billion effort in Soviet-era planning.","{'neg': 0.194, 'neu': 0.709, 'pos': 0.097, 'compound': -0.3818}","{'neg': 0.194, 'neu': 0.709, 'pos': 0.097, 'compound': -0.3818}",0.194,0.709,0.097,-0.3818
147,147,2019-02-01,16:07:05+0000,Cutting back on nonessential spending for a month can help people pay down credit card balances or put money in savings. At least it’s a short month.,"{'neg': 0.099, 'neu': 0.719, 'pos': 0.182, 'compound': 0.5267}","{'neg': 0.099, 'neu': 0.719, 'pos': 0.182, 'compound': 0.5267}",0.099,0.719,0.182,0.5267
148,148,2019-05-14,10:04:37+0000,The U.S.-China trade war intensified yesterday as Beijing and Washington outlined plans to increase tariffs on each other’s goods.,"{'neg': 0.168, 'neu': 0.733, 'pos': 0.099, 'compound': -0.3818}","{'neg': 0.168, 'neu': 0.733, 'pos': 0.099, 'compound': -0.3818}",0.168,0.733,0.099,-0.3818
149,149,2019-06-18,15:59:52+0000,"President Trump’s trade war is stirring uncertainty, weighing on manufacturing and disrupting increasingly delicate global economic growth.","{'neg': 0.273, 'neu': 0.563, 'pos': 0.165, 'compound': -0.5423}","{'neg': 0.273, 'neu': 0.563, 'pos': 0.165, 'compound': -0.5423}",0.273,0.563,0.165,-0.5423
150,150,2019-02-01,11:36:21+0000,"The president described negotiations between Washington and Beijing in positive terms but said, “Without the tariffs, we wouldn’t be talking.”","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.3182}","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.3182}",0.0,0.892,0.108,0.3182
151,151,2019-01-29,11:35:17+0000,"The indictments in the U.S. claim the company mounted a decade-long campaign to steal trade secrets, obstruct a criminal investigation and evade sanctions on Iran.","{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.765}","{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.765}",0.239,0.761,0.0,-0.765
152,152,2019-04-22,23:41:59+0000,Mr. Musk said Tesla cars would soon drive themselves and serve as robot taxis. But many experts think autonomous cars are at least several years away.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
153,153,2019-05-30,09:00:14+0000,"Bond yields, the yield curve, inflation expectations, Fed-rate predictions. The bond market might seem indecipherable, but it’s full of important clues about the economy.","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.296}","{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.296}",0.0,0.913,0.087,0.296
154,154,2019-05-13,08:18:51+0000,"The economic conflict between the United States and China, the world’s two biggest economies, showed little sign of ending soon.","{'neg': 0.1, 'neu': 0.779, 'pos': 0.121, 'compound': 0.128}","{'neg': 0.1, 'neu': 0.779, 'pos': 0.121, 'compound': 0.128}",0.1,0.779,0.121,0.128
155,155,2019-03-28,10:40:28+0000,Saudi Arabia’s giant oil company announced yesterday that it had bought 70 percent of the kingdom’s state-controlled petrochemical company for $69 billion.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
156,156,2019-03-22,05:52:49+0000,Signs suggest that a monthslong slump in the world’s most unaffordable property market is ending.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
157,157,2019-06-25,23:28:01+0000,The social media company said it had signed 27 partners to its Libra project. But executives at some of those companies said they were approaching it warily.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
158,158,2019-03-09,18:00:04+0000,Regulators have said the bank cannot grow until it fixes practices that led to a series of sales scandals. Employees report limited progress.,"{'neg': 0.19, 'neu': 0.706, 'pos': 0.104, 'compound': -0.3182}","{'neg': 0.19, 'neu': 0.706, 'pos': 0.104, 'compound': -0.3182}",0.19,0.706,0.104,-0.3182
159,159,2019-05-03,09:00:07+0000,"With 263,000 added to payrolls in April and the jobless rate at 3.6 percent, the recovery shows no sign of losing steam.","{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.5859}","{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.5859}",0.194,0.806,0.0,-0.5859
160,160,2019-05-03,09:00:07+0000,"With 263,000 added to payrolls in April and the jobless rate at 3.6 percent, the recovery shows no sign of losing steam.","{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.5859}","{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.5859}",0.194,0.806,0.0,-0.5859
161,161,2019-05-29,16:33:56+0000,"It’s hard for a small, China-dependent company to reorient its supply chain on a dime.","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.1027}","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.1027}",0.104,0.896,0.0,-0.1027
162,162,2019-05-07,17:53:42+0000,Stocks fell for a second day after the Trump administration repeated its pledge to raise tariffs on Chinese imports this week. Business owners braced for fallout.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
163,163,2019-05-02,20:17:37+0000,Lagging pay in a lengthy recovery defied the usual logic. Economists now have a better idea of the reasons and patterns behind the belated bounce.,"{'neg': 0.133, 'neu': 0.758, 'pos': 0.11, 'compound': 0.1027}","{'neg': 0.133, 'neu': 0.758, 'pos': 0.11, 'compound': 0.1027}",0.133,0.758,0.11,0.1027
164,164,2019-03-19,22:17:04+0000,"To help its clients assess hiring trends, a construction consulting firm created a crane index, which also provides a snapshot of the economy.","{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5719}","{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5719}",0.0,0.793,0.207,0.5719
